loan_id,customer_id,gender,age,marital_status,education_level,county,employment_status,monthly_income_kes,mobile_money_usage,airtime_topup_frequency,loan_amount_kes,loan_term_months,interest_rate,repayment_frequency,num_previous_loans,num_defaults,loan_purpose,collateral_type,group_loan,days_late,repayment_progress,defaulted
L108675,C58675,Female,56,Single,Tertiary,Nairobi,Formal,34825.06,16998.45,7,29878,3,5.99,Bi-weekly,1,2,Agriculture,Guarantor,True,22,23.79,0
L108676,C58676,Female,52,Married,Primary,Kisumu,Self-employed,8745.65,18306.94,4,34527,6,24.44,Weekly,1,0,Household,Electronics,True,5,25.04,0
L108677,C58677,Male,56,Single,None,Meru,Unemployed,65995.86,4648.52,9,26551,24,20.6,Weekly,4,0,Education,Title Deed,True,35,13.04,0
L108678,C58678,Male,61,Married,Secondary,Mombasa,Informal,24869.08,26515.75,6,6798,24,16.59,Monthly,1,1,Business,Title Deed,False,11,36.52,0
L108679,C58679,Other,32,Divorced,Secondary,Eldoret,Informal,44413.11,2041.95,5,14096,3,6.0,Bi-weekly,1,0,Emergency,Electronics,False,37,72.79,0
L108680,C58680,Other,36,Widowed,Secondary,Meru,Self-employed,29240.23,-2637.41,7,13272,12,16.38,Bi-weekly,2,0,Medical,Guarantor,False,0,57.37,1
L108681,C58681,Female,47,Widowed,None,Mombasa,Informal,29490.16,-1218.52,8,2131,6,13.66,Monthly,1,1,Education,None,False,51,79.53,0
L108682,C58682,Other,55,Widowed,Primary,Kisumu,Formal,16371.23,17736.58,7,16548,24,22.05,Weekly,0,1,Emergency,Livestock,True,33,41.86,1
L108683,C58683,Other,49,Divorced,Primary,Kisumu,Formal,61718.7,-1452.68,7,28311,24,6.94,Bi-weekly,3,1,Business,None,False,19,78.2,1
L108684,C58684,Female,57,Single,Secondary,Machakos,Informal,65105.64,23649.25,3,47061,24,9.86,Monthly,1,0,Household,Livestock,True,12,82.53,0
L108685,C58685,Female,46,Divorced,None,Kisumu,Informal,22422.47,16588.43,11,35413,12,20.6,Monthly,4,1,Household,None,False,57,94.31,0
L108686,C58686,Female,23,Single,Tertiary,Machakos,Unemployed,33903.97,35114.07,10,11731,3,16.01,Monthly,1,1,Agriculture,Title Deed,True,17,45.86,0
L108687,C58687,Female,43,Single,None,Nakuru,Formal,29987.17,12620.01,6,28057,12,7.99,Bi-weekly,3,1,Emergency,Livestock,True,10,76.64,0
L108688,C58688,Male,44,Widowed,Secondary,Machakos,Unemployed,48777.34,3400.34,7,25574,24,5.4,Weekly,0,1,Medical,None,True,27,2.87,0
L108689,C58689,Female,52,Married,None,Meru,Self-employed,56947.95,12448.43,6,42385,6,16.83,Bi-weekly,2,1,Business,Electronics,True,36,17.2,0
L108690,C58690,Female,45,Married,Primary,Kisumu,Unemployed,9860.24,17367.44,8,49868,3,19.65,Monthly,0,1,Business,None,True,7,77.66,1
L108691,C58691,Female,22,Widowed,Primary,Nairobi,Informal,-2155.24,14524.88,4,12884,12,9.39,Bi-weekly,2,1,Business,Livestock,False,12,25.82,0
L108692,C58692,Other,58,Single,Primary,Nakuru,Unemployed,23441.36,27128.43,9,3224,3,17.18,Monthly,5,1,Household,Livestock,True,48,13.74,0
L108693,C58693,Female,33,Divorced,Tertiary,Kisumu,Unemployed,15603.26,3607.05,4,17602,12,10.31,Bi-weekly,0,1,Business,Title Deed,True,19,10.81,0
L108694,C58694,Male,58,Widowed,None,Nakuru,Unemployed,24754.35,22609.62,9,8736,12,14.23,Weekly,1,0,Education,Guarantor,False,40,59.62,0
L108695,C58695,Male,35,Widowed,Secondary,Nairobi,Formal,38805.02,6586.86,2,22843,3,5.35,Weekly,0,1,Household,Electronics,False,11,35.31,0
L108696,C58696,Female,30,Divorced,Secondary,Machakos,Unemployed,46795.63,25883.61,6,5284,24,14.94,Monthly,1,0,Education,None,False,31,40.23,1
L108697,C58697,Male,60,Single,Primary,Kisumu,Self-employed,29607.26,23581.06,4,5232,6,12.87,Weekly,2,1,Agriculture,Electronics,True,57,59.45,1
L108698,C58698,Other,42,Widowed,Secondary,Meru,Unemployed,43031.34,5122.11,12,36792,6,15.29,Bi-weekly,2,1,Business,Livestock,False,45,45.53,1
L108699,C58699,Female,27,Widowed,Tertiary,Machakos,Unemployed,25367.74,14231.06,1,15183,24,8.83,Weekly,1,2,Medical,Title Deed,False,45,54.94,0
L108700,C58700,Male,46,Single,None,Kisumu,Unemployed,49526.67,11225.15,5,38490,12,8.97,Weekly,2,0,Household,Guarantor,True,54,25.76,0
L108701,C58701,Male,27,Divorced,Tertiary,Nairobi,Informal,11101.95,11155.6,4,12540,3,12.76,Weekly,1,1,Medical,Guarantor,False,8,22.26,1
L108702,C58702,Female,23,Divorced,None,Kisumu,Informal,32007.13,453.31,5,28893,24,13.35,Monthly,1,0,Agriculture,Livestock,False,59,36.22,0
L108703,C58703,Male,33,Married,None,Nairobi,Self-employed,1890.58,7474.4,7,18333,24,18.11,Bi-weekly,0,1,Household,Guarantor,False,33,45.92,0
L108704,C58704,Female,42,Married,None,Kisumu,Informal,34552.99,12950.97,7,34078,6,8.48,Bi-weekly,1,1,Medical,Guarantor,True,20,62.53,1
L108705,C58705,Male,61,Divorced,Secondary,Kisumu,Informal,34290.39,14438.78,6,36148,3,11.46,Weekly,4,0,Emergency,Livestock,True,31,22.39,1
L108706,C58706,Other,21,Married,Secondary,Mombasa,Formal,7339.74,16342.48,8,35734,3,13.19,Bi-weekly,1,1,Household,Electronics,True,33,33.26,0
L108707,C58707,Male,54,Married,Secondary,Nakuru,Self-employed,31761.21,7630.22,10,35023,6,12.08,Monthly,1,1,Education,None,True,3,64.21,0
L108708,C58708,Male,51,Single,Secondary,Eldoret,Informal,36556.14,19027.75,8,23988,6,10.47,Monthly,5,0,Education,Title Deed,False,44,86.78,0
L108709,C58709,Female,36,Widowed,Secondary,Mombasa,Formal,46064.03,6850.02,3,30063,6,8.31,Weekly,5,0,Agriculture,Title Deed,True,31,21.13,0
L108710,C58710,Male,50,Married,Secondary,Mombasa,Informal,50608.85,-2030.6,5,9167,6,18.83,Bi-weekly,1,0,Education,Livestock,True,13,26.91,0
L108711,C58711,Female,21,Married,Primary,Nakuru,Formal,30529.04,-9691.97,5,20159,6,20.4,Weekly,0,1,Household,Guarantor,False,38,46.13,1
L108712,C58712,Other,61,Single,Primary,Mombasa,Informal,35536.59,919.52,7,18927,12,13.71,Monthly,2,1,Agriculture,Guarantor,False,30,74.0,0
L108713,C58713,Female,51,Divorced,Primary,Nairobi,Informal,9797.69,6853.97,6,20337,6,17.58,Weekly,1,0,Education,Title Deed,True,25,32.06,1
L108714,C58714,Female,29,Married,Tertiary,Mombasa,Informal,31647.26,12286.37,5,21711,3,19.02,Weekly,1,0,Agriculture,None,True,7,16.31,0
L108715,C58715,Male,48,Widowed,Tertiary,Eldoret,Informal,35548.94,27862.4,3,32595,12,20.77,Monthly,2,1,Household,Electronics,False,8,68.9,1
L108716,C58716,Other,33,Married,Tertiary,Nairobi,Unemployed,24191.17,5848.73,5,35130,24,21.59,Weekly,1,1,Business,Title Deed,True,26,44.57,1
L108717,C58717,Female,19,Widowed,None,Meru,Informal,31219.76,20006.82,5,2379,3,24.66,Monthly,3,0,Household,Guarantor,False,48,65.44,0
L108718,C58718,Male,19,Divorced,None,Nakuru,Self-employed,36288.2,3893.26,9,23210,6,16.16,Weekly,3,1,Agriculture,Livestock,False,7,77.07,0
L108719,C58719,Male,53,Married,Tertiary,Nakuru,Unemployed,12205.42,17054.37,9,43785,3,7.58,Weekly,0,0,Medical,None,True,2,57.87,0
L108720,C58720,Female,23,Widowed,Primary,Nakuru,Self-employed,38844.17,8561.78,10,35958,12,24.68,Monthly,5,0,Household,Guarantor,False,42,11.26,0
L108721,C58721,Male,40,Widowed,Secondary,Nairobi,Unemployed,34482.92,24210.3,4,46696,12,8.39,Monthly,1,0,Education,Livestock,False,59,77.46,0
L108722,C58722,Female,56,Widowed,Secondary,Nakuru,Unemployed,24909.55,25577.78,4,24820,12,7.63,Weekly,1,0,Agriculture,Guarantor,True,40,78.8,0
L108723,C58723,Female,64,Divorced,Secondary,Nakuru,Self-employed,43487.51,26790.34,3,6145,6,14.76,Bi-weekly,1,0,Agriculture,Livestock,True,50,6.65,0
L108724,C58724,Female,61,Widowed,None,Eldoret,Formal,24539.22,10914.82,7,33480,12,19.98,Weekly,1,0,Medical,Livestock,True,53,54.53,1
L108725,C58725,Other,54,Single,Tertiary,Kisumu,Self-employed,58734.65,15888.63,5,23079,6,20.97,Monthly,1,0,Household,None,False,27,58.85,1
L108726,C58726,Female,63,Divorced,Primary,Machakos,Informal,40134.7,12475.48,7,14618,24,9.0,Bi-weekly,0,0,Medical,Livestock,True,32,24.03,0
L108727,C58727,Male,33,Widowed,Secondary,Meru,Informal,29477.41,16245.89,8,38078,6,16.53,Monthly,0,0,Agriculture,Electronics,False,56,1.42,0
L108728,C58728,Other,60,Divorced,Tertiary,Kisumu,Self-employed,41110.86,19912.42,7,16580,6,15.59,Weekly,1,0,Emergency,Guarantor,False,50,92.79,0
L108729,C58729,Male,61,Divorced,Tertiary,Kisumu,Formal,43535.92,12194.5,7,22120,12,16.76,Weekly,3,1,Education,Electronics,True,59,63.87,1
L108730,C58730,Other,36,Single,None,Nakuru,Unemployed,16073.1,14838.31,4,24702,12,5.82,Bi-weekly,0,0,Household,Title Deed,False,32,61.87,1
L108731,C58731,Other,41,Widowed,None,Nairobi,Unemployed,27437.2,29937.8,6,38526,3,15.14,Monthly,1,0,Household,None,True,19,50.12,0
L108732,C58732,Other,44,Divorced,None,Nakuru,Informal,21881.77,24499.27,6,7994,12,7.75,Weekly,2,0,Education,Guarantor,True,32,15.08,1
L108733,C58733,Other,24,Divorced,None,Kisumu,Formal,63439.27,2917.05,13,32265,24,6.73,Bi-weekly,2,0,Emergency,Title Deed,False,47,44.69,0
L108734,C58734,Male,47,Widowed,Tertiary,Eldoret,Unemployed,5982.91,12106.03,7,6022,12,22.4,Monthly,0,0,Agriculture,Electronics,False,44,36.77,0
L108735,C58735,Female,58,Single,None,Nakuru,Unemployed,39993.29,4408.6,4,13032,6,21.66,Weekly,2,0,Medical,Guarantor,False,1,85.86,0
L108736,C58736,Male,31,Married,Secondary,Nakuru,Informal,20583.24,18898.71,9,25210,24,11.17,Weekly,1,1,Agriculture,Title Deed,False,45,11.99,1
L108737,C58737,Female,61,Widowed,Primary,Nakuru,Formal,17811.47,242.9,6,28519,24,14.34,Weekly,3,0,Emergency,Livestock,False,19,74.63,0
L108738,C58738,Male,32,Married,None,Nairobi,Unemployed,35782.39,21950.4,4,49381,24,18.21,Monthly,3,0,Household,Guarantor,True,1,8.58,0
L108739,C58739,Other,29,Widowed,Secondary,Eldoret,Formal,32011.34,3706.48,8,6804,6,24.36,Bi-weekly,1,2,Medical,Guarantor,False,21,70.37,1
L108740,C58740,Other,46,Widowed,Primary,Eldoret,Formal,41762.38,1976.27,5,3418,6,22.89,Monthly,1,1,Emergency,None,False,4,29.79,1
L108741,C58741,Female,40,Divorced,None,Machakos,Informal,33960.44,-152.58,7,48942,24,11.16,Bi-weekly,0,0,Emergency,None,False,3,32.77,1
L108742,C58742,Female,30,Widowed,None,Eldoret,Unemployed,18322.69,-4177.71,5,41992,24,19.59,Weekly,2,2,Business,None,True,12,8.85,1
L108743,C58743,Male,26,Single,Primary,Eldoret,Informal,45646.05,10172.6,7,36105,3,19.75,Bi-weekly,5,0,Education,Electronics,False,47,7.89,0
L108744,C58744,Female,41,Single,Secondary,Kisumu,Self-employed,30800.1,10100.14,7,40486,3,6.83,Monthly,0,0,Medical,Title Deed,True,8,15.08,0
L108745,C58745,Male,56,Widowed,Secondary,Nakuru,Unemployed,16910.21,2072.19,7,17910,12,24.22,Bi-weekly,1,0,Emergency,Electronics,True,58,66.06,0
L108746,C58746,Female,47,Divorced,Tertiary,Meru,Formal,17533.99,1979.66,5,4090,12,17.89,Monthly,0,2,Business,Title Deed,True,17,86.9,0
L108747,C58747,Female,18,Divorced,Tertiary,Eldoret,Formal,24477.04,21427.63,6,39675,6,13.74,Weekly,0,0,Agriculture,Guarantor,True,56,68.48,0
L108748,C58748,Female,27,Married,None,Mombasa,Unemployed,53908.83,15898.66,7,46663,3,11.3,Bi-weekly,4,0,Agriculture,Livestock,True,57,27.67,0
L108749,C58749,Other,55,Widowed,Secondary,Mombasa,Informal,-8989.01,15763.53,6,22519,3,8.49,Bi-weekly,5,0,Business,Title Deed,True,32,76.05,1
L108750,C58750,Other,64,Married,Secondary,Meru,Formal,39828.64,6589.61,5,17830,12,18.74,Weekly,3,0,Education,Electronics,False,23,70.47,0
L108751,C58751,Male,32,Divorced,None,Machakos,Unemployed,38748.4,5148.23,9,39361,24,6.19,Bi-weekly,5,0,Medical,Title Deed,False,12,15.35,0
L108752,C58752,Female,26,Single,Primary,Kisumu,Formal,42327.99,-3339.04,8,28993,24,24.48,Monthly,1,0,Medical,Electronics,False,23,60.49,0
L108753,C58753,Male,30,Divorced,Primary,Mombasa,Informal,29077.58,20198.1,6,1905,12,24.76,Weekly,3,1,Emergency,Guarantor,False,54,33.21,0
L108754,C58754,Female,40,Single,Tertiary,Mombasa,Unemployed,25060.41,23339.27,6,27911,3,8.85,Bi-weekly,1,1,Emergency,None,True,5,65.27,0
L108755,C58755,Other,50,Married,None,Mombasa,Informal,51119.91,17383.27,9,30494,12,15.35,Bi-weekly,3,1,Business,Guarantor,True,57,22.21,1
L108756,C58756,Other,26,Divorced,Primary,Kisumu,Informal,9909.32,9419.34,5,48817,24,7.99,Monthly,2,0,Education,Title Deed,True,37,90.13,1
L108757,C58757,Female,20,Single,None,Nakuru,Unemployed,13480.14,7394.24,5,7204,12,8.65,Monthly,1,0,Medical,None,False,9,10.49,0
L108758,C58758,Female,47,Married,Secondary,Kisumu,Informal,-179.22,17980.03,3,16274,3,19.38,Weekly,4,0,Business,Title Deed,True,55,60.39,1
L108759,C58759,Other,26,Divorced,Primary,Nairobi,Informal,23546.91,22560.6,9,37954,24,19.19,Weekly,4,1,Business,None,True,59,91.26,0
L108760,C58760,Other,42,Widowed,Primary,Nairobi,Informal,67242.54,18284.22,6,12026,6,12.96,Bi-weekly,2,0,Emergency,None,False,13,28.83,0
L108761,C58761,Male,64,Divorced,Primary,Mombasa,Formal,14974.41,8475.5,6,17198,24,22.78,Monthly,3,0,Household,Title Deed,True,26,79.45,1
L108762,C58762,Other,41,Married,Secondary,Mombasa,Informal,36648.87,21098.61,3,44354,3,10.97,Monthly,1,0,Education,Guarantor,False,54,84.15,0
L108763,C58763,Female,49,Divorced,Tertiary,Nakuru,Self-employed,22545.66,19776.4,7,2905,24,15.87,Monthly,1,0,Agriculture,Title Deed,False,49,0.25,0
L108764,C58764,Male,24,Married,None,Machakos,Formal,26584.03,18963.41,4,11814,6,21.82,Weekly,3,1,Business,Title Deed,True,41,85.66,0
L108765,C58765,Female,53,Single,Primary,Meru,Self-employed,16166.19,1375.95,8,22549,6,7.95,Monthly,1,0,Household,None,False,12,83.85,0
L108766,C58766,Male,42,Divorced,Secondary,Mombasa,Informal,22363.8,567.0,3,2996,3,5.7,Weekly,1,1,Agriculture,Title Deed,True,46,8.68,0
L108767,C58767,Female,37,Married,Primary,Nairobi,Informal,16961.67,8294.0,8,4760,3,24.94,Monthly,1,1,Emergency,Electronics,True,34,5.49,0
L108768,C58768,Other,34,Married,None,Mombasa,Formal,54474.69,25416.95,8,8356,3,13.22,Weekly,0,0,Education,None,False,59,37.25,1
L108769,C58769,Female,53,Widowed,None,Nakuru,Informal,25895.86,13700.4,9,47315,3,19.24,Bi-weekly,4,0,Business,Livestock,False,49,22.41,1
L108770,C58770,Male,43,Single,Primary,Nairobi,Formal,8114.95,80.06,6,3913,6,22.66,Monthly,2,0,Household,Electronics,True,17,56.37,0
L108771,C58771,Female,36,Widowed,Secondary,Mombasa,Unemployed,49969.92,10228.17,3,15004,3,16.69,Weekly,7,1,Education,Title Deed,True,48,94.65,0
L108772,C58772,Male,54,Widowed,Primary,Nakuru,Formal,5389.2,9145.05,6,40973,12,22.37,Weekly,1,1,Education,Electronics,False,26,91.46,1
L108773,C58773,Female,20,Divorced,Secondary,Machakos,Informal,40989.11,25225.65,8,32561,12,23.66,Monthly,6,0,Household,Livestock,False,39,34.99,0
L108774,C58774,Other,60,Married,Tertiary,Machakos,Formal,29071.26,12216.41,6,34979,24,23.12,Bi-weekly,1,0,Agriculture,Electronics,False,43,62.88,0
L108775,C58775,Other,45,Married,Primary,Nakuru,Formal,48685.87,12499.77,6,2402,12,6.51,Monthly,1,0,Agriculture,Livestock,False,4,92.84,0
L108776,C58776,Female,39,Married,Secondary,Nairobi,Formal,15350.68,34993.22,12,49753,3,11.22,Weekly,2,0,Education,Title Deed,True,30,57.39,0
L108777,C58777,Female,64,Divorced,Primary,Nairobi,Informal,46886.02,9127.48,8,32438,24,22.1,Weekly,3,0,Emergency,Guarantor,False,24,57.14,0
L108778,C58778,Female,36,Divorced,None,Meru,Formal,37772.63,23066.38,2,39795,24,20.01,Monthly,5,0,Agriculture,None,False,11,62.41,0
L108779,C58779,Male,63,Single,None,Nairobi,Self-employed,33229.86,2199.65,8,30312,3,15.58,Monthly,2,1,Agriculture,None,False,18,50.5,1
L108780,C58780,Female,33,Widowed,Primary,Machakos,Unemployed,33143.46,13203.6,10,14191,6,18.18,Weekly,2,1,Household,Title Deed,True,57,91.44,0
L108781,C58781,Female,23,Single,Primary,Nakuru,Unemployed,16391.14,6876.81,3,38691,24,7.21,Weekly,3,0,Medical,Electronics,True,36,8.29,0
L108782,C58782,Male,54,Single,Secondary,Nairobi,Unemployed,77434.05,18885.43,9,25453,24,18.93,Weekly,0,0,Business,Livestock,True,9,70.81,0
L108783,C58783,Other,48,Divorced,Secondary,Machakos,Formal,31076.93,7525.72,7,35807,3,19.27,Monthly,1,0,Business,Guarantor,True,18,47.11,0
L108784,C58784,Female,51,Married,None,Machakos,Formal,27273.62,22629.87,7,33428,12,24.41,Weekly,1,0,Education,Guarantor,True,50,16.1,0
L108785,C58785,Female,48,Divorced,Secondary,Nairobi,Unemployed,24583.95,24860.13,4,5255,3,19.78,Monthly,1,0,Education,Guarantor,True,8,99.86,0
L108786,C58786,Other,28,Divorced,None,Nakuru,Unemployed,34986.04,7914.2,3,34992,6,15.71,Weekly,3,0,Education,Livestock,True,23,43.43,1
L108787,C58787,Other,53,Divorced,Tertiary,Meru,Informal,35758.39,14659.1,11,25110,12,14.43,Weekly,1,0,Business,None,False,30,45.13,0
L108788,C58788,Male,23,Single,Primary,Nakuru,Formal,39748.22,12494.13,6,36899,12,20.13,Weekly,2,0,Household,Title Deed,False,22,10.14,1
L108789,C58789,Female,44,Married,Secondary,Nairobi,Informal,26532.45,-3800.82,7,19475,12,5.92,Bi-weekly,1,1,Emergency,Title Deed,False,55,20.99,0
L108790,C58790,Female,24,Divorced,None,Nairobi,Formal,40028.97,6332.92,6,1076,24,20.39,Bi-weekly,2,0,Education,Title Deed,True,42,24.91,0
L108791,C58791,Male,49,Single,None,Machakos,Unemployed,44652.73,9382.93,10,36955,12,15.64,Monthly,5,1,Emergency,Title Deed,False,1,37.97,0
L108792,C58792,Other,25,Divorced,Primary,Nairobi,Self-employed,56811.33,8685.99,2,18507,6,20.55,Bi-weekly,1,1,Emergency,Guarantor,True,59,7.35,0
L108793,C58793,Male,50,Widowed,Primary,Meru,Informal,34465.95,-3171.22,6,32629,24,20.65,Weekly,4,0,Agriculture,Livestock,True,54,6.73,0
L108794,C58794,Other,64,Married,Primary,Machakos,Self-employed,44539.03,15370.78,8,32069,3,24.56,Monthly,4,0,Medical,Livestock,False,37,85.47,0
L108795,C58795,Male,61,Single,Secondary,Nakuru,Formal,15269.74,4663.86,9,12497,24,13.14,Monthly,2,0,Business,Title Deed,False,34,60.77,1
L108796,C58796,Other,32,Widowed,Tertiary,Eldoret,Self-employed,26092.89,919.0,7,3052,12,12.09,Weekly,3,0,Agriculture,Electronics,True,14,45.99,0
L108797,C58797,Male,44,Divorced,Tertiary,Kisumu,Unemployed,10495.05,1230.19,3,5309,6,17.8,Weekly,2,0,Business,Livestock,False,32,81.98,0
L108798,C58798,Other,47,Widowed,Tertiary,Mombasa,Formal,12173.76,11267.51,10,29120,3,16.98,Monthly,3,1,Medical,Guarantor,False,26,76.27,1
L108799,C58799,Other,39,Widowed,Tertiary,Kisumu,Unemployed,31248.87,241.19,4,49389,12,10.87,Bi-weekly,1,0,Education,Electronics,False,46,48.88,0
L108800,C58800,Other,64,Single,None,Meru,Formal,39102.7,14478.86,5,10309,6,14.74,Bi-weekly,2,0,Emergency,Guarantor,True,6,43.23,0
L108801,C58801,Other,46,Married,Secondary,Nakuru,Formal,37924.82,21492.22,5,37810,24,7.32,Weekly,0,1,Household,Guarantor,False,24,84.13,0
L108802,C58802,Other,58,Married,Tertiary,Machakos,Formal,19588.3,3213.95,5,5438,6,5.11,Monthly,0,1,Emergency,Guarantor,True,9,17.67,0
L108803,C58803,Female,47,Single,Tertiary,Eldoret,Unemployed,41947.71,15321.87,14,17306,12,9.08,Weekly,1,0,Emergency,Guarantor,False,26,82.33,0
L108804,C58804,Other,19,Divorced,Secondary,Meru,Formal,13332.63,20317.7,10,19223,6,6.08,Bi-weekly,3,0,Education,None,False,17,88.8,0
L108805,C58805,Female,32,Widowed,Secondary,Machakos,Formal,20710.68,1834.79,3,16942,3,12.62,Weekly,0,0,Emergency,Electronics,True,16,55.61,1
L108806,C58806,Other,64,Married,Primary,Nakuru,Informal,28869.68,17108.59,3,6921,12,9.42,Weekly,1,0,Household,Title Deed,True,40,27.9,0
L108807,C58807,Female,44,Married,Primary,Nairobi,Unemployed,17725.49,21321.04,3,35002,6,17.31,Weekly,2,1,Medical,Electronics,False,8,94.65,0
L108808,C58808,Female,24,Widowed,Tertiary,Meru,Formal,19141.71,17910.27,7,3901,6,20.85,Weekly,1,0,Agriculture,Title Deed,True,25,95.95,0
L108809,C58809,Male,44,Divorced,None,Mombasa,Formal,34656.53,13092.95,12,43629,12,17.64,Bi-weekly,1,1,Emergency,Title Deed,False,0,16.19,1
L108810,C58810,Other,38,Widowed,Primary,Kisumu,Formal,23933.8,28765.58,8,43005,6,7.05,Bi-weekly,2,0,Emergency,Title Deed,True,49,40.22,1
L108811,C58811,Male,30,Single,Secondary,Nakuru,Self-employed,27963.65,11652.37,6,25546,24,6.28,Weekly,1,0,Emergency,None,True,58,32.0,0
L108812,C58812,Male,34,Single,Primary,Eldoret,Self-employed,54104.71,4573.02,3,18610,24,14.94,Weekly,2,1,Medical,None,True,26,72.1,1
L108813,C58813,Other,28,Divorced,Primary,Nairobi,Informal,41713.53,-538.8,8,32583,12,24.99,Weekly,3,0,Agriculture,Electronics,False,35,95.8,0
L108814,C58814,Male,27,Married,Secondary,Eldoret,Self-employed,30079.72,17634.52,2,36942,24,7.87,Bi-weekly,2,0,Education,Livestock,True,15,43.04,1
L108815,C58815,Other,50,Married,Tertiary,Mombasa,Informal,21177.82,7016.39,10,1994,12,6.08,Weekly,3,1,Medical,None,True,12,96.69,0
L108816,C58816,Male,31,Divorced,Primary,Eldoret,Formal,45962.12,7051.99,9,15588,12,11.5,Bi-weekly,2,1,Medical,Title Deed,True,59,91.36,0
L108817,C58817,Other,54,Divorced,Primary,Eldoret,Unemployed,14667.91,6437.9,5,40339,24,13.12,Bi-weekly,3,1,Agriculture,Title Deed,False,14,98.59,0
L108818,C58818,Other,25,Single,Tertiary,Machakos,Formal,24473.5,14443.97,6,15707,3,8.44,Monthly,1,0,Household,Title Deed,True,1,40.95,0
L108819,C58819,Other,50,Single,Primary,Nairobi,Unemployed,30117.39,7907.65,9,24958,6,17.0,Weekly,1,1,Household,Electronics,True,32,94.84,0
L108820,C58820,Female,24,Divorced,None,Eldoret,Informal,28608.07,494.01,4,25056,3,22.3,Monthly,3,0,Education,Guarantor,True,9,79.52,0
L108821,C58821,Male,51,Married,Tertiary,Nairobi,Unemployed,3958.3,23577.15,5,43816,6,9.01,Bi-weekly,3,1,Agriculture,Electronics,False,48,17.65,0
L108822,C58822,Female,24,Widowed,None,Mombasa,Informal,32779.04,5226.37,9,24463,6,6.05,Monthly,3,1,Education,Guarantor,False,2,0.28,0
L108823,C58823,Male,24,Widowed,Secondary,Nakuru,Informal,44684.96,11947.55,5,2812,6,8.44,Monthly,1,0,Agriculture,Guarantor,False,10,41.99,0
L108824,C58824,Male,58,Widowed,None,Nairobi,Unemployed,35001.37,13254.67,2,3035,12,17.97,Bi-weekly,1,0,Household,Title Deed,False,14,13.92,0
L108825,C58825,Male,53,Single,Secondary,Meru,Formal,44311.34,12127.8,4,6120,12,6.88,Weekly,2,1,Agriculture,Electronics,False,12,42.1,1
L108826,C58826,Female,24,Divorced,Tertiary,Machakos,Self-employed,28789.23,20889.16,2,13522,12,9.0,Bi-weekly,1,1,Medical,Livestock,True,33,8.94,0
L108827,C58827,Male,37,Married,Secondary,Meru,Formal,42566.99,16846.6,8,31622,12,13.8,Weekly,1,0,Agriculture,Livestock,True,57,97.8,0
L108828,C58828,Female,35,Single,Secondary,Nakuru,Informal,9948.75,6242.09,10,48903,12,11.42,Weekly,0,1,Agriculture,Electronics,False,23,26.68,0
L108829,C58829,Other,62,Divorced,Secondary,Machakos,Formal,54017.09,10695.18,2,8030,3,11.75,Weekly,1,0,Education,Electronics,True,45,89.54,1
